influence	blend_in	special	leader	authority
9155	yes	yes	no	yes	no
9156	yes	no	yes	yes	yes
9157	yes	yes	no	no	no
9158	yes	yes	yes	no	no
9159	no	yes	no	no	no
9160	no	no	no	yes	no
9161	yes	no	yes	yes	yes
9162	yes	no	no	yes	no
9163	no	no	no	no	no
9164	yes	yes	yes	yes	yes
9165	yes	yes	no	no	no
9166	no	yes	yes	no	yes
9167	yes	yes	yes	yes	no
9168	yes	yes	no	yes	no
9169	yes	yes	yes	yes	yes
9170	yes	no	yes	yes	no
9171	yes	yes	no	no	no
9172	yes	no	yes	no	no
9173	yes	yes	no	no	no
9174	no	yes	no	no	yes
9175	yes	yes	no	yes	no
9176	no	yes	no	yes	yes
9177	yes	yes	yes	no	no
9178	yes	yes	no	yes	yes
9179	no	yes	no	no	no
9180	yes	no	yes	yes	no
9181	no	no	no	yes	no
9182	no	yes	yes	yes	no
9183	yes	yes	yes	no	yes
9184	yes	yes	yes	yes	yes
9185	yes	no	yes	yes	yes
9186	yes	no	yes	yes	yes
9187	yes	yes	no	no	yes
9188	yes	no	no	yes	yes
9189	no	yes	no	no	no
9190	yes	no	yes	yes	yes
9191	yes	no	no	yes	no
9192	no	yes	yes	no	yes
9193	no	yes	no	no	no
9194	yes	yes	no	no	no
9195	yes	no	no	yes	no
9196	no	yes	yes	yes	no
9197	yes	yes	no	no	no
9198	yes	yes	no	yes	yes
9199	no	no	no	yes	yes
9200	yes	yes	yes	yes	yes
9201	yes	yes	no	no	no
9202	yes	yes	yes	yes	yes
9203	no	yes	no	yes	no
9204	yes	no	yes	yes	yes
9205	yes	no	yes	yes	yes
9206	yes	yes	no	yes	no
9207	no	yes	yes	no	no
9208	yes	no	no	no	yes
9209	yes	no	yes	yes	yes
9210	no	no	yes	no	yes
9211	yes	yes	no	yes	no
9212	yes	yes	no	yes	no
9213	yes	no	yes	yes	yes
9214	no	yes	yes	no	no
9215	yes	yes	no	no	no
9216	yes	yes	no	yes	yes
9217	no	yes	no	yes	no
9218	yes	no	yes	yes	yes
9219	yes	no	no	no	no
9220	yes	no	yes	yes	yes
9221	no	yes	yes	no	no
9222	yes	no	no	yes	yes
9223	no	no	no	yes	no
9224	yes	yes	yes	yes	yes
9225	yes	yes	yes	yes	yes
9226	no	yes	yes	yes	no
9227	no	yes	no	no	no
9228	yes	yes	yes	yes	yes
9229	yes	yes	yes	yes	yes
9230	yes	yes	no	no	no
9231	no	yes	yes	no	yes
9232	yes	no	no	yes	no
9233	no	yes	no	no	no
9234	yes	no	yes	yes	yes
9235	yes	yes	yes	yes	no
9236	no	yes	yes	no	yes
9237	yes	yes	no	yes	yes
9238	no	no	yes	no	no
9239	yes	yes	yes	yes	yes
9240	yes	no	yes	yes	no
9241	yes	yes	yes	no	no
9242	yes	no	no	yes	yes
9243	yes	no	yes	yes	yes
9244	yes	yes	yes	yes	yes
9245	yes	no	no	yes	yes
9246	yes	no	yes	yes	yes
9247	yes	yes	no	no	yes
9248	no	yes	yes	no	no
9249	yes	no	no	yes	yes
9250	yes	yes	no	yes	no
9251	yes	yes	no	yes	no
9252	no	yes	no	no	no
9253	yes	no	no	no	yes
9254	yes	yes	yes	no	no
9255	no	yes	no	yes	yes
9256	yes	yes	yes	yes	yes
9257	yes	no	yes	yes	no
9258	yes	yes	no	yes	yes
9259	no	yes	no	no	no
9260	yes	yes	yes	yes	yes
9261	no	yes	no	no	no
9262	no	no	yes	no	yes
9263	yes	no	yes	yes	yes
9264	no	yes	no	yes	no
9265	yes	yes	no	yes	no
9266	no	yes	no	no	no
9267	yes	yes	no	no	no
9268	yes	no	yes	yes	yes
9269	yes	yes	no	yes	no
9270	yes	yes	yes	no	yes
9271	no	yes	no	no	yes
9272	yes	no	no	no	yes
9273	yes	yes	no	yes	no
9274	no	yes	no	yes	yes
9275	no	yes	no	no	no
9276	yes	no	yes	no	no
9277	yes	no	yes	yes	yes
9278	no	no	yes	yes	yes
9279	no	yes	yes	yes	no
9280	no	yes	no	no	no
9281	no	yes	yes	no	yes
9282	no	yes	no	no	no
9283	yes	yes	yes	no	no
9284	no	yes	no	no	no
9285	yes	yes	no	yes	no
9286	no	yes	yes	yes	yes
9287	yes	no	no	yes	yes
9288	yes	yes	no	yes	yes
9289	no	yes	no	no	yes
9290	yes	yes	no	yes	no
9291	no	no	no	no	yes
9292	no	yes	no	no	no
9293	no	yes	yes	no	no
9294	yes	no	yes	no	yes
9295	no	yes	yes	yes	yes
9296	yes	yes	no	yes	yes
9297	yes	yes	yes	yes	yes
9298	no	yes	yes	yes	no
9299	no	yes	yes	yes	yes
9300	yes	yes	no	no	no
9301	yes	no	yes	yes	yes
9302	yes	no	yes	no	yes
9303	yes	yes	yes	no	yes
9304	no	yes	no	yes	no
9305	no	no	yes	yes	yes
9306	yes	no	yes	no	no
9307	no	yes	yes	yes	yes
9308	yes	no	yes	yes	yes
9309	yes	yes	no	yes	yes
9310	no	yes	no	no	no
9311	no	yes	no	no	no
9312	yes	yes	no	no	yes
9313	yes	no	yes	yes	yes
9314	yes	no	yes	yes	yes
9315	no	no	yes	yes	no
9316	yes	yes	yes	yes	no
9317	yes	yes	yes	no	yes
9318	yes	no	yes	no	no
9319	yes	yes	yes	no	yes
9320	no	yes	yes	yes	no
9321	yes	yes	no	no	no
9322	no	yes	yes	no	yes
9323	yes	no	yes	yes	yes
9324	yes	yes	no	no	no
9325	yes	no	yes	yes	yes
9326	no	yes	no	no	no
9327	yes	yes	yes	yes	yes
9328	yes	yes	yes	yes	yes
9329	no	yes	yes	yes	yes
9330	yes	yes	no	no	no
9331	yes	yes	no	yes	no
9332	no	no	no	yes	yes
9333	no	no	yes	yes	no
9334	no	yes	no	no	no
9335	yes	yes	yes	no	no
9336	yes	yes	no	no	no
9337	no	yes	no	no	yes
9338	no	yes	yes	yes	yes
9339	yes	yes	no	yes	no
9340	yes	yes	no	no	no
9341	yes	yes	no	yes	no
9342	no	no	no	no	yes
9343	yes	yes	no	no	yes
9344	no	yes	no	no	no
9345	no	yes	yes	no	no
9346	no	yes	no	no	no
9347	yes	yes	no	yes	no
9348	yes	no	no	yes	yes
9349	yes	no	yes	no	no
9350	yes	no	yes	yes	yes
9351	no	yes	no	no	no
9352	no	yes	yes	no	no
9353	yes	no	no	yes	no
9354	yes	no	no	yes	no
9355	yes	yes	no	yes	no
9356	yes	no	no	no	no
9357	no	yes	no	yes	yes
9358	yes	yes	yes	no	yes
9359	yes	no	yes	yes	no
9360	yes	yes	yes	yes	no
9361	yes	no	yes	no	yes
9362	yes	yes	no	yes	no
9363	no	yes	no	no	no
9364	yes	yes	yes	yes	yes
9365	yes	yes	yes	yes	no
9366	no	yes	yes	no	no
9367	yes	no	yes	yes	yes
9368	yes	yes	yes	no	no
9369	yes	yes	yes	yes	yes
9370	no	yes	no	yes	no
9371	yes	no	yes	no	yes
9372	yes	yes	yes	yes	yes
9373	yes	yes	no	yes	no
9374	no	yes	no	yes	no
9375	yes	no	no	no	yes
9376	yes	yes	yes	yes	no
9377	no	yes	yes	yes	no
9378	yes	no	yes	yes	no
9379	yes	yes	no	no	yes
9380	yes	no	yes	no	no
9381	yes	no	yes	yes	yes
9382	yes	no	yes	yes	yes
9383	yes	no	no	no	yes
9384	yes	yes	yes	yes	yes
9385	no	no	yes	no	no
9386	no	yes	no	yes	yes
9387	yes	yes	yes	yes	yes
9388	no	yes	no	no	no
9389	yes	no	yes	yes	yes
9390	yes	no	yes	yes	no
9391	yes	no	yes	yes	no
9392	yes	no	no	yes	yes
9393	yes	yes	yes	no	no
9394	no	yes	no	no	no
9395	yes	no	no	no	no
9396	yes	yes	yes	no	no
9397	yes	yes	yes	yes	yes
9398	yes	yes	yes	yes	no
9399	no	yes	no	no	no
9400	yes	yes	yes	yes	yes
9401	yes	yes	no	yes	yes
9402	yes	yes	no	yes	no
9403	yes	yes	no	yes	no
9404	yes	no	no	yes	no
9405	no	yes	no	no	no
9406	yes	no	yes	no	yes
9407	yes	no	yes	yes	yes
9408	yes	no	yes	yes	yes
9409	yes	no	yes	yes	no
9410	yes	no	yes	no	no
9411	yes	yes	yes	yes	no
9412	yes	yes	no	no	no
9413	yes	no	yes	yes	no
9414	no	yes	no	no	no
9415	no	yes	no	no	no
9416	yes	no	yes	yes	yes
9417	no	no	no	no	no
9418	yes	yes	yes	yes	no
9419	yes	no	yes	yes	yes
9420	yes	yes	yes	yes	no
9421	yes	no	no	yes	yes
9422	no	no	yes	yes	no
9423	no	yes	no	no	yes
9424	yes	yes	yes	yes	yes
9425	yes	yes	yes	yes	yes
9426	yes	yes	yes	yes	yes
9427	no	yes	no	no	no
9428	no	no	no	no	yes
9429	yes	yes	yes	yes	yes
9430	no	yes	no	no	no
9431	yes	yes	no	no	no
9432	no	no	no	no	yes
9433	yes	yes	no	no	no
9434	no	no	yes	yes	yes
9435	yes	yes	no	no	no
9436	no	yes	no	no	yes
9437	yes	yes	no	no	yes
9438	yes	yes	no	no	yes
9439	no	yes	no	no	no
9440	yes	no	yes	yes	yes
9441	yes	yes	yes	no	no
9442	yes	no	no	no	yes
9443	yes	no	yes	yes	yes
9444	yes	no	yes	yes	yes
9445	yes	no	yes	yes	yes
9446	yes	yes	yes	yes	no
9447	no	yes	no	no	yes
9448	no	no	yes	yes	yes
9449	yes	no	yes	yes	yes
9450	yes	no	yes	yes	yes
9451	yes	yes	yes	no	no
9452	no	yes	no	yes	no
9453	no	yes	no	no	no
9454	yes	yes	yes	no	no
9455	no	yes	no	no	yes
9456	yes	yes	yes	yes	no
9457	yes	no	yes	yes	no
9458	yes	yes	yes	yes	yes
9459	no	yes	no	no	yes
9460	yes	yes	yes	yes	yes
9461	yes	yes	no	no	no
9462	yes	yes	no	yes	no
9463	yes	yes	no	no	yes
9464	no	yes	no	no	no
9465	no	yes	yes	no	yes
9466	no	no	yes	no	no
9467	no	yes	no	no	no
9468	yes	no	no	no	yes
9469	yes	yes	yes	no	no
9470	no	no	yes	no	yes
9471	no	yes	no	no	yes
9472	yes	no	no	yes	yes
9473	yes	no	yes	yes	yes
9474	yes	no	yes	yes	yes
9475	no	yes	no	no	no
9476	yes	yes	no	yes	no
9477	yes	no	yes	yes	yes
9478	no	yes	yes	no	yes
9479	yes	yes	yes	yes	yes
9480	yes	no	no	no	no
9481	no	no	no	yes	no
9482	no	no	no	no	no
9483	yes	yes	no	yes	no
9484	no	yes	yes	yes	yes
9485	yes	yes	yes	yes	yes
9486	yes	no	no	yes	yes
9487	no	yes	no	no	no
9488	no	yes	yes	no	yes
9489	yes	yes	yes	yes	yes
9490	no	no	no	yes	yes
9491	yes	yes	no	no	no
9492	yes	yes	yes	yes	yes
9493	yes	no	no	yes	no
9494	no	no	yes	yes	no
9495	no	yes	yes	no	no
9496	yes	no	yes	yes	yes
9497	yes	yes	yes	yes	yes
9498	no	yes	no	yes	no
9499	yes	yes	yes	no	no
9500	yes	yes	yes	no	no
9501	yes	yes	yes	no	yes
9502	yes	yes	no	no	no
9503	yes	yes	yes	yes	yes
9504	no	yes	no	no	no
9505	no	yes	no	no	no
9506	yes	no	no	yes	no
9507	no	yes	no	yes	no
9508	yes	yes	yes	yes	no
9509	yes	no	yes	yes	yes
9510	yes	no	no	no	yes
9511	no	yes	no	no	no
9512	no	yes	no	no	no
9513	yes	yes	yes	yes	yes
9514	yes	yes	no	no	no
9515	no	yes	no	no	no
9516	yes	yes	no	yes	yes
9517	yes	no	yes	yes	no
9518	yes	no	yes	yes	yes
9519	yes	no	yes	yes	yes
9520	no	no	yes	no	yes
9521	no	yes	yes	no	no
9522	no	yes	yes	no	yes
9523	yes	yes	no	yes	yes
9524	yes	yes	yes	yes	yes
9525	yes	no	yes	yes	no
9526	yes	yes	no	no	no
9527	yes	no	yes	yes	yes
9528	yes	yes	yes	no	yes
9529	yes	no	yes	yes	yes
9530	no	yes	no	no	no
9531	yes	yes	yes	yes	yes
9532	yes	yes	no	no	no
9533	no	no	no	no	yes
9534	yes	yes	no	yes	yes
9535	yes	yes	no	no	yes
9536	yes	yes	no	yes	yes
9537	no	no	yes	yes	no
9538	no	yes	yes	no	no
9539	yes	yes	yes	yes	no
9540	yes	yes	yes	yes	yes
9541	yes	no	yes	no	no
9542	yes	yes	yes	yes	yes
9543	no	yes	no	no	no
9544	yes	no	yes	no	yes
9545	yes	no	no	yes	yes
9546	yes	no	no	yes	yes
9547	yes	yes	no	yes	no
9548	no	yes	no	no	no
9549	no	yes	yes	no	no
9550	no	yes	yes	no	no
9551	yes	yes	yes	yes	no
9552	no	yes	yes	no	no
9553	no	yes	no	no	no
9554	yes	yes	yes	yes	yes
9555	no	yes	no	no	no
9556	no	yes	no	no	no
9557	yes	yes	no	no	no
9558	yes	no	yes	yes	yes
9559	yes	no	yes	no	no
9560	no	yes	no	no	no
9561	no	no	yes	no	no
9562	yes	yes	no	yes	yes
9563	yes	no	no	no	yes
9564	yes	no	yes	yes	yes
9565	yes	yes	no	no	no
9566	yes	yes	yes	yes	yes
9567	yes	yes	no	yes	yes
9568	yes	no	yes	yes	yes
9569	yes	no	no	yes	no
9570	no	yes	yes	no	yes
9571	no	yes	no	no	no
9572	yes	no	yes	yes	no
9573	yes	no	no	yes	yes
9574	no	yes	yes	no	yes
9575	no	yes	yes	no	yes
9576	no	yes	no	no	no
9577	no	yes	yes	no	no
9578	yes	no	yes	no	yes
9579	yes	yes	no	yes	no
9580	no	yes	yes	yes	yes
9581	no	yes	no	yes	no
9582	no	no	yes	yes	yes
9583	no	yes	yes	no	no
9584	yes	yes	no	yes	yes
9585	no	yes	no	no	no
9586	yes	yes	yes	yes	yes
9587	no	yes	yes	no	no
9588	no	yes	no	no	yes
9589	yes	yes	no	no	no
9590	yes	yes	yes	yes	yes
9591	yes	yes	no	yes	yes
9592	no	no	no	no	no
9593	yes	yes	yes	no	no
9594	no	yes	no	yes	no
9595	yes	no	yes	yes	yes
9596	no	yes	no	no	no
9597	no	yes	yes	no	yes
9598	no	yes	no	no	no
9599	no	yes	yes	no	yes
9600	yes	no	no	yes	yes
9601	yes	yes	no	yes	no
9602	yes	yes	yes	no	no
9603	no	yes	no	no	no
9604	yes	no	yes	no	no
9605	yes	no	yes	yes	no
9606	no	yes	no	no	no
9607	no	yes	no	no	yes
9608	yes	yes	yes	no	yes
9609	no	yes	no	no	no
9610	yes	yes	yes	no	yes
9611	no	yes	no	no	no
9612	yes	yes	yes	yes	yes
9613	yes	yes	yes	yes	no
9614	yes	no	yes	yes	yes
9615	yes	yes	yes	yes	yes
9616	no	yes	no	no	no
9617	yes	yes	no	no	no
9618	no	yes	no	no	yes
9619	yes	yes	no	no	yes
9620	yes	yes	yes	yes	yes
9621	yes	yes	no	no	no
9622	yes	yes	no	no	no
9623	yes	no	yes	yes	yes
9624	no	yes	yes	no	no
9625	no	yes	no	no	no
9626	yes	no	yes	yes	yes
9627	yes	yes	no	yes	no
9628	yes	yes	yes	yes	no
9629	yes	yes	yes	no	no
9630	no	yes	yes	no	no
9631	no	yes	no	yes	no
9632	yes	yes	yes	yes	no
9633	yes	yes	yes	yes	yes
9634	yes	no	no	yes	yes
9635	yes	no	yes	yes	yes
9636	no	yes	no	yes	yes
9637	yes	yes	yes	yes	no
9638	no	no	yes	no	yes
9639	yes	no	no	no	no
9640	yes	yes	no	yes	no
9641	yes	yes	yes	no	no
9642	no	no	no	yes	no
9643	yes	yes	no	no	yes
9644	yes	yes	no	no	yes
9645	yes	yes	no	yes	yes
9646	yes	yes	yes	yes	yes
9647	yes	no	yes	yes	yes
9648	yes	no	yes	yes	yes
9649	yes	yes	yes	yes	no
9650	yes	yes	yes	yes	yes
9651	yes	yes	no	no	no
9652	no	yes	no	no	no
9653	yes	yes	no	no	no
9654	no	no	yes	yes	yes
9655	yes	no	no	yes	no
9656	no	yes	no	no	no
9657	yes	yes	no	no	yes
9658	no	no	no	no	yes
9659	no	yes	yes	no	no
9660	yes	yes	no	yes	no
9661	yes	yes	no	yes	yes
9662	no	yes	no	no	yes
9663	yes	yes	no	no	no
9664	yes	yes	yes	yes	yes
9665	yes	yes	no	no	no
9666	no	yes	no	no	yes
9667	no	yes	yes	no	yes
9668	yes	yes	yes	yes	no
9669	no	yes	no	no	no
9670	yes	yes	no	yes	no
9671	yes	no	no	yes	no
9672	yes	yes	no	yes	no
9673	yes	yes	no	yes	no
9674	yes	no	yes	yes	yes
9675	yes	yes	yes	yes	no
9676	yes	yes	no	no	no
9677	no	yes	no	no	yes
9678	yes	no	yes	yes	no
9679	no	yes	no	no	no
9680	yes	yes	yes	yes	yes
9681	no	yes	yes	no	no
9682	yes	no	yes	yes	yes
9683	no	yes	no	no	no
9684	yes	no	yes	no	yes
9685	yes	yes	no	no	no
9686	yes	no	yes	yes	yes
9687	no	no	yes	yes	yes
9688	yes	yes	yes	no	no
9689	yes	no	no	yes	yes
9690	yes	no	no	yes	yes
9691	no	yes	yes	no	no
9692	yes	no	yes	no	yes
9693	no	yes	yes	no	no
9694	no	yes	no	no	no
9695	yes	no	yes	no	no
9696	no	yes	yes	no	yes
9697	no	yes	no	no	no
9698	yes	yes	no	yes	yes
9699	no	yes	yes	yes	no
9700	no	yes	yes	no	yes
9701	yes	yes	no	no	yes
9702	yes	no	yes	no	yes
9703	yes	yes	yes	yes	no
9704	no	yes	no	yes	no
9705	yes	yes	no	yes	yes
9706	no	yes	no	no	no
9707	no	yes	yes	no	no
9708	no	yes	yes	no	yes
9709	yes	yes	yes	yes	no
9710	no	no	no	yes	no
9711	no	yes	no	yes	yes
9712	yes	yes	no	yes	no
9713	yes	no	yes	no	no
9714	yes	no	yes	no	no
9715	no	no	yes	yes	no
9716	no	no	yes	yes	yes
9717	yes	yes	yes	yes	yes
9718	yes	no	yes	yes	yes
9719	yes	yes	yes	yes	yes
9720	yes	yes	yes	no	yes
9721	yes	no	yes	no	yes
9722	no	yes	yes	no	no
9723	no	no	yes	yes	no
9724	yes	no	yes	no	no
9725	no	yes	no	no	no
9726	yes	yes	no	yes	no
9727	yes	yes	no	yes	no
9728	yes	yes	yes	no	no
9729	no	yes	yes	no	no
9730	yes	no	yes	yes	yes
9731	yes	no	no	yes	no
9732	yes	no	yes	yes	yes
9733	yes	yes	no	yes	yes
9734	yes	no	yes	yes	yes
9735	yes	yes	no	yes	yes
9736	yes	yes	no	no	no
9737	yes	no	yes	yes	yes
9738	yes	yes	yes	yes	no
9739	yes	yes	yes	no	no
9740	yes	yes	yes	yes	yes
9741	yes	yes	no	no	yes
9742	no	yes	no	no	no
9743	no	yes	yes	no	no
9744	yes	no	yes	no	no
9745	no	yes	yes	yes	no
9746	yes	yes	yes	no	no
9747	yes	no	yes	yes	yes
9748	no	no	no	yes	no
9749	no	no	yes	yes	no
9750	yes	yes	yes	yes	no
9751	yes	no	yes	yes	yes
9752	yes	no	yes	yes	no
9753	no	no	no	no	yes
9754	yes	yes	yes	yes	yes
9755	yes	yes	yes	yes	yes
9756	no	yes	no	no	no
9757	no	yes	no	yes	yes
9758	yes	yes	no	no	no
9759	yes	yes	no	no	no
9760	no	yes	yes	no	no
9761	yes	no	yes	yes	yes
9762	yes	yes	no	yes	yes
9763	no	yes	no	yes	no
9764	no	no	yes	no	no
9765	no	yes	yes	no	yes
9766	yes	no	no	no	no
9767	yes	yes	no	no	yes
9768	yes	yes	yes	no	no
9769	yes	no	no	yes	yes
9770	yes	yes	yes	no	no
9771	yes	yes	no	yes	yes
9772	no	yes	no	no	no
9773	yes	yes	no	no	no
9774	no	yes	no	no	no
9775	no	no	yes	no	yes
9776	no	no	yes	no	no
9777	no	no	yes	no	yes
9778	yes	yes	no	yes	no
9779	yes	no	no	yes	no
9780	yes	no	no	no	no
9781	yes	no	no	yes	no
9782	yes	yes	no	no	yes
9783	no	no	yes	no	yes
9784	yes	yes	yes	no	no
9785	yes	yes	yes	yes	yes
9786	yes	yes	yes	yes	no
9787	yes	no	yes	yes	yes
9788	no	no	no	no	yes
9789	yes	yes	no	no	no
9790	yes	yes	yes	yes	no
9791	no	yes	no	no	no
9792	yes	yes	yes	no	no
9793	yes	yes	no	no	yes
9794	no	yes	yes	no	no
9795	no	no	yes	no	no
9796	no	no	no	no	yes
9797	yes	yes	yes	yes	no
9798	no	yes	yes	no	no
9799	yes	no	yes	yes	yes
9800	yes	yes	yes	yes	yes
9801	no	yes	no	no	no
9802	yes	yes	yes	yes	yes
9803	no	no	yes	no	yes
9804	yes	no	yes	yes	yes
9805	no	no	yes	no	no
9806	no	yes	no	no	no
9807	yes	yes	yes	no	no
9808	yes	yes	no	yes	yes
9809	yes	no	no	yes	yes
9810	no	yes	yes	yes	yes
9811	no	yes	no	no	no
9812	yes	no	yes	yes	yes
9813	no	no	yes	yes	yes
9814	yes	yes	yes	no	yes
9815	yes	yes	yes	yes	yes
9816	yes	no	no	no	yes
9817	no	yes	yes	yes	yes
9818	yes	yes	no	yes	yes
9819	yes	no	yes	yes	no
9820	no	yes	no	no	yes
9821	yes	no	yes	yes	yes
9822	yes	yes	yes	yes	yes
9823	no	no	yes	yes	yes
9824	yes	yes	yes	no	no
9825	yes	yes	yes	no	no
9826	yes	yes	yes	yes	no
9827	no	yes	no	no	no
9828	yes	yes	no	no	yes
9829	no	yes	yes	yes	no
9830	yes	no	yes	no	yes
9831	yes	no	yes	yes	no
9832	yes	no	yes	no	no
9833	yes	yes	no	yes	yes
9834	yes	yes	yes	yes	no
9835	no	yes	no	no	no
9836	no	yes	no	no	no
9837	no	yes	no	no	no
9838	yes	no	no	no	yes
9839	yes	yes	yes	yes	yes
9840	yes	no	no	yes	no
9841	yes	no	no	no	yes
9842	yes	no	yes	yes	no
9843	yes	no	yes	no	yes
9844	yes	yes	no	no	no
9845	no	yes	yes	no	no
9846	yes	yes	no	yes	yes
9847	yes	yes	no	no	no
9848	yes	yes	no	yes	no
9849	yes	yes	yes	no	no
9850	no	yes	no	no	yes
9851	no	no	no	no	no
9852	yes	yes	yes	yes	no
9853	no	yes	no	no	no
9854	no	yes	no	no	no
9855	no	no	no	no	no
9856	no	yes	no	no	no
9857	no	yes	yes	no	no
9858	yes	no	yes	yes	yes
9859	yes	yes	no	no	no
9860	no	no	no	no	no
9861	yes	no	no	no	no
9862	no	yes	yes	no	yes
9863	no	no	yes	yes	yes
9864	yes	yes	yes	yes	yes
9865	yes	no	no	no	no
9866	no	yes	no	no	no
9867	yes	yes	yes	yes	no
9868	yes	yes	no	no	no
9869	yes	no	no	yes	yes
9870	yes	no	yes	yes	yes
9871	no	no	yes	yes	no
9872	yes	yes	no	no	no
9873	yes	no	no	yes	yes
9874	yes	yes	no	yes	yes
9875	yes	no	yes	yes	no
9876	yes	no	yes	yes	yes
9877	yes	yes	no	yes	no
9878	yes	no	yes	yes	yes
9879	yes	no	yes	yes	yes
9880	yes	yes	no	yes	yes
9881	yes	yes	yes	yes	yes
9882	no	yes	yes	no	no
9883	yes	yes	yes	yes	no
9884	yes	yes	yes	no	yes
9885	yes	no	no	no	no
9886	no	yes	yes	yes	no
9887	yes	yes	yes	yes	no
9888	no	no	yes	yes	no
9889	no	no	yes	no	no
9890	no	yes	no	no	no
9891	no	yes	yes	yes	yes
9892	no	yes	no	no	yes
9893	yes	yes	no	yes	no
9894	no	no	yes	no	yes
9895	yes	no	yes	yes	yes
9896	yes	no	yes	no	no
9897	yes	no	yes	no	no
9898	no	yes	no	no	no
9899	yes	no	no	no	yes
9900	yes	no	no	no	yes
9901	yes	yes	yes	yes	no
9902	yes	no	yes	yes	no
9903	no	yes	no	no	yes
9904	yes	no	yes	yes	yes
9905	yes	no	yes	yes	yes
9906	yes	yes	no	no	yes
9907	yes	no	yes	yes	no
9908	no	yes	no	no	no
9909	yes	yes	yes	no	no
9910	no	yes	yes	yes	no
9911	yes	yes	yes	yes	no
9912	no	yes	no	no	no
9913	no	no	no	yes	no
9914	yes	no	yes	no	no
9915	yes	no	yes	yes	yes
9916	yes	yes	no	yes	no
9917	yes	no	yes	yes	yes
9918	yes	yes	yes	yes	yes
9919	no	yes	no	no	no
9920	yes	no	yes	no	yes
9921	no	yes	no	no	no
9922	no	yes	yes	no	no
9923	no	yes	no	no	no
9924	no	yes	no	no	no
9925	no	yes	no	no	no
9926	no	no	yes	yes	yes
9927	yes	yes	yes	no	no
9928	yes	no	yes	yes	yes
9929	no	yes	yes	no	yes
9930	no	no	no	yes	yes
9931	yes	no	yes	yes	yes
9932	yes	yes	yes	yes	no
9933	yes	yes	yes	yes	yes
9934	yes	no	yes	no	no
9935	no	yes	no	no	no
9936	yes	yes	no	yes	no
9937	no	yes	yes	yes	no
9938	no	yes	no	no	no
9939	no	yes	no	no	no
9940	no	yes	no	no	no
9941	no	yes	no	no	no
9942	yes	no	yes	no	no
9943	yes	yes	yes	no	no
9944	yes	yes	no	no	yes
9945	yes	yes	no	yes	no
9946	no	yes	no	no	yes
9947	yes	yes	yes	no	yes
9948	yes	yes	no	yes	yes
9949	yes	no	yes	yes	yes
9950	yes	no	yes	yes	yes
9951	yes	no	no	yes	no
9952	yes	yes	no	no	no
9953	yes	yes	no	no	yes
9954	no	yes	no	no	no
9955	no	yes	yes	no	yes
9956	yes	no	yes	yes	yes
9957	yes	yes	no	yes	no
9958	yes	yes	no	yes	no
9959	no	yes	no	yes	no
9960	no	yes	no	yes	no
9961	yes	yes	no	yes	no
9962	no	yes	no	no	no
9963	no	yes	no	no	yes
9964	yes	yes	yes	no	no
9965	yes	no	yes	no	no
9966	no	yes	no	no	yes
9967	no	no	no	yes	no
9968	yes	no	yes	yes	yes
9969	yes	yes	yes	yes	yes
9970	yes	no	no	yes	no
9971	yes	yes	yes	no	no
9972	no	yes	no	no	no
9973	yes	no	no	no	no
9974	no	no	no	yes	yes
9975	yes	yes	no	yes	yes
9976	no	yes	no	yes	no
9977	no	yes	no	yes	no
9978	yes	yes	no	yes	no
9979	yes	yes	no	yes	no
9980	no	yes	yes	no	yes
9981	yes	yes	yes	yes	yes
9982	yes	yes	no	no	no
9983	yes	yes	no	yes	no
9984	yes	yes	no	no	no
9985	yes	yes	yes	no	no
9986	no	yes	no	yes	yes
9987	yes	no	yes	no	no
9988	no	no	no	yes	no
9989	no	yes	no	no	no
9990	no	yes	no	no	no
9991	yes	no	yes	yes	no
9992	yes	yes	yes	yes	yes
9993	no	yes	yes	no	no
9994	yes	yes	no	yes	yes
9995	yes	no	yes	no	yes
9996	yes	no	yes	yes	yes
9997	no	yes	yes	yes	no
9998	yes	no	yes	yes	yes
9999	no	yes	no	no	no
10000	no	yes	no	no	no
10001	no	yes	no	yes	yes
10002	no	yes	no	no	no
10003	yes	yes	no	no	yes
10004	yes	no	yes	no	no
10005	no	yes	yes	no	yes
10006	no	yes	no	yes	yes
10007	yes	no	no	yes	yes
10008	yes	yes	yes	no	yes
10009	yes	yes	yes	yes	yes
10010	yes	no	no	yes	yes
10011	no	yes	no	no	no
10012	no	yes	yes	no	yes
10013	yes	yes	no	yes	no
10014	yes	no	yes	yes	yes
10015	no	no	yes	yes	yes
10016	yes	yes	yes	yes	no
10017	yes	yes	no	yes	yes
10018	yes	yes	no	yes	yes
10019	no	no	no	no	no
10020	no	no	yes	yes	yes
10021	no	yes	yes	no	yes
10022	yes	yes	no	yes	yes
10023	yes	yes	no	yes	yes
10024	yes	no	yes	yes	yes
10025	yes	no	yes	yes	yes
10026	no	yes	no	no	yes
10027	no	yes	no	no	no
10028	yes	yes	no	yes	no
10029	no	no	yes	no	yes
10030	yes	no	no	yes	no
10031	no	yes	yes	no	yes
10032	no	no	yes	yes	no
10033	yes	yes	yes	no	no
10034	yes	no	yes	no	no
10035	no	yes	no	no	no
10036	yes	yes	no	no	no
10037	no	yes	yes	yes	yes
10038	yes	yes	no	no	no
10039	yes	no	yes	yes	no
10040	yes	no	yes	yes	yes
